id,created_date,updated_date,embedding,embedding_model,token_used,latency,log,company_id
465,2026-08-05 11:58:02.583885,2026-08-05 11:58:02.583949,"[-0.00079933816,0.0014841286,-0.006220713,-0.07444899,-0.010018202,0.029322997,0.006897552,0.003846542,0.028202664,-0.03340767,-0.004273623,0.029793117,0.008560769,-0.0027228957,0.120402224,0.0045439755,0.0073787803,0.037847746,0.013661739,0.011300106,-0.020654209,0.018589739,-0.010610908,-0.055350956,-0.019164164,-0.029929342,-0.008296032,0.006072751,-3.7951486e-05,0.012855925,-0.021844292,-0.024554737,0.023341443,0.015420579,0.009179245,-0.0011174805,0.036169343,-0.018579628,0.024542978,0.02525684,-0.0039585736,-0.016717516,-0.020780545,-0.01098288,-0.003918366,-0.01791652,-0.01121128,-0.015116632,0.02540858,0.029452503,0.0024813109,0.00013446838,0.016495615,-0.17153285,0.0202292,0.020562278,0.008100607,-0.010523726,0.0012079912,-0.0019823906,0.00060043874,0.0011097253,-0.015856184,-0.006022732,-0.0028682349,-0.019629339,0.024939824,-0.023301594,0.011413571,-0.0007970579,-0.00957629,0.016037537,0.0032235463,-0.03319371,-0.005287689,-0.03359881,0.00298374,-0.008691546,-0.017222341,0.015600166,-0.0041177827,0.002941185,-0.02181583,0.02159394,0.0052661393,0.009067613,-0.012928991,-0.00855123,0.0048000193,-0.013001954,-0.011413851,-0.017400214,-0.0136424685,0.006412209,-0.019684728,0.013814033,-0.00280602,0.007645692,0.0004920872,0.004888114,-0.012953194,-0.02932694,-0.02041578,0.0056285234,-0.012036802,-0.002173544,-0.01706373,-0.026407702,0.0058643054,0.0013285374,0.0077725663,0.022388626,0.013489837,0.032337785,0.008431708,-0.12218936,0.014266117,0.007650092,-0.01943653,0.001476203,-0.03452794,0.018992977,0.0050929547,0.017060263,0.0028568204,-0.027298074,0.025599258,0.016456742,-0.008418191,-0.010440156,-0.016803393,0.014328438,0.01212554,0.024517244,-0.006282583,0.033461686,0.0024819307,-0.01371053,0.01167672,-0.030790633,0.0016675657,0.0018420845,0.0017349492,0.0036504085,-0.01822585,-0.021710934,-0.024333209,-0.014148721,0.017356088,-0.008636435,0.021216402,0.011190602,0.004004374,0.028490882,-0.013587532,-0.04316622,0.023742234,-0.04094796,0.0007495109,0.0027580473,-0.01527362,0.0037185126,0.017555166,-0.007607616,0.0021301382,0.00021836508,-0.010919105,0.008268167,-0.0017535993,-0.0041173166,0.008628291,0.02255449,0.0009439903,0.004570389,0.012816239,-0.0017874264,0.0015370201,0.024782108,-0.0035876883,-0.013297877,0.031782266,0.0024428936,0.033420574,0.0032130943,-0.01291789,-0.021249542,0.011922297,-0.019138312,0.015919348,-0.00960807,-0.0155183785,0.014420491,-0.0013481702,0.0011108478,0.0031526105,-0.02216668,0.0037988801,-0.0019586217,0.008269251,-0.0032287198,0.018332344,0.029638475,-0.0027342648,0.015480782,0.00026101488,-0.0042506047,0.0010317429,-0.030757764,-0.01733429,0.012514591,0.0082681235,-0.017585311,0.020604,-0.027948782,-0.014344213,-0.03592627,-0.018194398,0.0049435073,-0.022906605,0.018160474,0.01561725,0.009546621,0.002027948,0.019250339,0.008806342,-0.00912976,-0.03427845,-0.030910302,0.0046294364,-6.179486e-06,-0.010434272,0.03376104,0.037167687,-0.013822633,-0.0205277,-0.012593021,0.0005300624,0.0022615294,-0.02564863,-0.008155894,-0.018511187,0.0021892244,0.019348849,0.008865338,0.025564449,0.0086576855,-0.019075798,0.0052773547,0.022596564,-0.01067601,-0.0058622593,-0.007929825,0.02166524,-0.012740954,-0.031628314,0.016979191,0.0026069842,-0.011441773,-0.012517366,0.0054909075,0.02375793,-0.01572172,-0.0021759323,-0.021714399,0.013205215,0.0047770566,0.0019781971,0.009774526,-0.011312212,-0.013422762,0.022806006,-0.0024210636,-0.018249769,-0.024356024,-0.0010953486,-0.005799866,-0.059769172,0.030045023,0.007824213,-0.039223988,-0.009671865,0.0074416376,0.0023672988,0.003974884,0.0029785687,0.0074820193,-0.010341654,0.009888486,-0.0030214058,-0.00617696,-0.013245303,0.0016725087,0.012798065,-0.032357607,0.043168474,-0.00956574,-0.03294373,-0.010077711,-0.03548744,-0.0075369175,0.01400701,-0.03951596,0.006518234,0.03017198,0.015107492,-0.0007528278,-0.006204108,0.014470053,0.014554525,-0.0043279277,0.013114029,-0.021758776,0.017654153,0.025175817,-0.008736679,0.0068757194,-0.008186151,-0.013487867,-0.025312275,0.015904484,-0.0029893632,-0.0103982035,-0.037260745,0.034163073,-0.033508908,0.014055993,-0.024295678,-0.004112059,0.032045253,0.007837068,-0.0067867413,-0.0030206454,-0.027458165,-0.00836239,0.0010703893,0.0096507,0.031818815,0.0047770008,0.019885853,0.011800063,0.0021229214,-0.019392427,-0.014770215,-0.01410283,-0.01175668,0.005851338,-0.002208216,-0.010430303,-0.0292391,-0.022223528,0.0063261427,-0.003734708,-0.0035396554,-0.012225852,-0.013532383,0.024612954,-0.012113569,0.0009902327,0.027615089,0.03645828,0.0005459279,-0.000109690416,0.021146763,0.026763601,-0.0048589963,-0.032875553,0.019605925,0.019162102,-0.010510619,0.016659958,-0.04189603,-0.013896888,0.021560308,0.01708176,-0.0023552736,-0.037765864,-0.0030214959,0.0022734336,0.014194292,0.018815318,-0.006677967,0.004516708,-0.03013487,-0.014478566,0.009816777,-0.02766786,0.02068151,-0.025072329,0.0051356913,-0.02523482,-0.013022952,-0.0043080873,-0.019143611,0.017770529,0.025424825,-0.012472842,-0.0027518156,-0.0098467935,-0.00042669434,-0.014630062,-0.006507241,-0.014066459,-0.0060627805,-0.006579539,0.0053639323,-0.02971475,-0.014489961,2.710452e-05,-0.027486032,-0.0013059237,-0.004872189,-0.0072719934,-0.009729557,-0.00073258166,0.0142369075,0.03481503,0.006855586,-0.018983798,0.033960324,0.006760111,-0.027549017,-0.0038946462,0.0023145129,0.0017286633,-0.021537075,-0.0012828332,-0.0060810004,-0.0060342215,0.029000763,0.00248216,0.015787764,-0.012220136,-0.01353673,-0.0005301408,-0.0017442326,0.0033214374,-0.008616403,0.0031878354,-0.012487217,-0.030811582,0.012624767,-0.007903138,-0.008404951,0.0018348439,0.01568807,0.028890157,-0.020918563,-0.037164122,-0.013011834,0.0066990773,0.025722641,0.0024997839,0.017627003,0.011484943,0.020302122,-0.004610208,0.011022485,-0.0086314995,-0.009580699,-0.02201413,-0.0071793688,0.0062695704,0.0019534072,0.007012188,-0.018534662,0.0033723826,-0.0070222383,0.0011443322,-0.022778401,0.017563263,-0.023696903,0.020788949,-0.019048488,-0.036155377,-0.017725797,-0.011027479,0.009700304,-0.042367447,0.018474534,0.010015134,0.03483155,0.032855414,-0.0026205224,-0.020517055,0.006543649,-0.0003113395,0.018082673,-0.010953471,0.025395257,-0.011709998,-0.01727142,-0.0021308092,0.004914984,0.0042766794,0.0046878643,-8.003742e-05,-0.004772132,-0.0018049584,0.01613475,-0.01506745,-0.002900701,0.007887444,0.002935989,0.017005922,0.00033661816,-0.003911432,-0.0008376181,0.014243876,0.0318187,0.011150878,-0.002450158,0.013711526,-0.016712595,-0.0014838277,0.0029388943,0.006776907,-0.009220456,0.0087997895,0.013493396,-0.0260492,-0.03822887,0.01598395,-0.037802983,-0.0030601008,-0.0014248303,-0.0041381977,0.03443351,0.009054116,0.06686832,0.0061066337,-0.009548606,0.020441962,-0.017727505,0.0008296789,0.0016622652,-0.0032974605,-0.008510457,0.00759865,0.022440596,0.021376234,-0.014069686,-0.018632093,0.0025656952,-0.037082907,0.015174123,-0.032675944,-0.00790216,-0.0062627443,0.014620885,-0.011523764,-0.011268715,0.0065191267,-0.012121982,-0.003208668,0.004013432,-0.00070020265,0.0047931783,0.0054889945,0.004353535,-0.0087611,-0.012599798,-0.009881019,-0.0010636314,-0.00049960543,-0.0057442943,0.0022573033,0.018264312,0.00683797,0.0062902784,-0.002334548,-0.009098908,0.010437838,0.014523883,-0.00574195,-0.006168978,-0.014615279,0.0011660603,-0.0014898516,0.0014208049,0.024398685,-0.01262471,-0.0020609961,-0.018744474,-0.0024845111,-0.0066298284,-0.0064362274,-0.01258589,-0.016551118,-0.019383458,0.02487801,0.0012011532,-0.010416034,0.0031480643,-0.027366607,0.023182467,-0.043871455,0.0030530628,-0.00532609,-0.009647193,0.037204724,-0.009780335,0.010829208,0.012094103,-0.00055446837,-0.0015136237,0.013280886,-0.013908618,0.006894156,0.03585345,-0.019528836,0.043394815,0.008808532,0.013955672,0.014945852,0.0020291065,-0.030063193,-0.00036091256,-0.035845768,0.0047401395,-0.004508703,-0.003417844,0.016846798,0.027215173,0.0010236063,0.009102998,-0.046240035,0.012353885,-0.10583049,-0.03390554,0.0051270477,0.0022342287,0.009660324,0.0072225393,0.012073302,-0.022233633,0.001654848,0.025863722,-0.0070863445,0.031891298,0.00211689,-0.019090086,-0.007735247,-0.024543576,0.00486414,-0.026571319,0.010318626,0.01100499,-0.0144525245,-0.012099266,-0.0128521025,-0.007661707,-0.0174877,0.012152822,-0.015085521,0.024396703,-0.0053578494,-0.020378787,0.0010404192,-0.15635394,-0.0090075405,-0.015723664,0.005351673,-0.020954119,0.018062409,-0.017229047,-0.028520893,-0.02919361,-0.030985437,-0.007885765,-0.026308855,-0.010153277,4.381225e-05,-0.019472454,0.1043217,0.015310705,-0.027920498,-0.00016460495,0.006157141,0.006399983,0.013400195,0.010305446,-0.006918239,0.0027546457,-0.020364108,-0.006889283,0.004344531,-0.0001306742,0.0069482503,-0.019203335,0.00091296603,-0.02229853,-0.02428625,-0.01620287,0.0063275695,-0.009406491,-0.009859062,0.019214178,0.0007667482,0.029214738,0.017379437,-0.008209708,-0.031598832,0.0181903,-0.026748205,0.0012474596,5.7125264e-05,0.003920682,-0.017515376,-0.020260137,-0.102323286,-0.014979753,0.029857485,-0.0023510365,0.016953725,0.0051814355,0.006226296,0.021695165,0.008562087,0.012504168,-0.020732552,0.00724315,0.0045371642,0.010434016,-0.0077218954,0.015854282,0.013728909,0.016247068,0.017238826,-0.0049766446,-0.0026323996,0.0020888476,-0.010079711,-0.01232042,-0.007245982,-0.0018115789,0.0030915632,0.017855134,-0.031718597,-0.016479593,-0.015480562,0.011721963,-0.014356849,-0.0098961275,0.010504414,0.002246734,-0.009140061,0.009559841,-0.0054313466,-0.0041089305,0.006000157,0.03917276,0.020486303,0.013339595,0.00035836408,-0.011269248,0.017462706,-0.014710044,-0.015343919,0.00044535918,-0.02182149,-0.0105072325,-0.01754277,-0.034459956,0.014652973,0.0033245087,0.019695103,0.020637749,0.019267248]",gemini-embedding-001,174.0,0.6823219119978603,Successfully generated embedding using model gemini-embedding-001.,465
72,2026-08-05 08:07:35.334120,2026-08-05 10:14:34.328910,"[-0.0008217611,-0.012732948,-0.013704603,-0.06620122,0.0011041145,0.03885938,0.01989809,0.021535961,0.0122918,0.0013282625,-0.0016742714,0.0077249026,0.015518676,0.0023465005,0.13756783,0.01785705,-0.0054874457,1.8706223e-05,-0.013737995,-0.015434553,-0.024780618,-0.0019651428,0.006652395,-0.017431762,-0.008789338,-0.014266445,-0.008250618,0.02173592,0.013868404,-0.015835064,-0.05432486,-0.0013733237,0.016316058,0.0108773345,0.0038616774,0.010290546,0.021860668,-0.0038540144,-0.020385612,0.022949006,-0.011597771,0.0018038512,-0.03563692,-0.0029381197,-0.019368704,-0.026827745,-0.01096283,-0.01905797,0.019328678,0.011691209,0.014998527,0.00416266,0.0020584296,-0.17272247,-0.008401416,0.00073615374,0.034257796,-0.025783196,0.024963405,-0.027224656,-0.02020451,0.024255142,-0.0013208498,-0.04283853,-0.00042500097,-0.038384605,0.032450754,-0.011863119,0.0024959808,-0.024039825,-0.0080039,0.0043390053,-0.008539993,-0.012991245,0.010730354,-0.026325937,0.0025591978,0.003502237,-0.017556274,-0.024109287,-0.018203044,-0.015009592,0.0067564077,0.01228952,-0.013238478,0.0014499873,-0.0016082003,0.021477606,-0.01946785,0.0020680425,0.0012071547,0.03273759,0.03217948,-0.01766328,-0.01578689,0.0045973337,0.0022339732,-0.0011417938,-0.00777249,-0.009535016,-0.010349431,-0.011183018,-0.0058540753,-0.005753729,-0.0110565685,-0.002245433,0.0010716023,0.0132252695,-0.010181005,0.009289906,0.02430364,-0.04405328,-0.015957637,0.01555715,0.03650454,-0.122025065,0.0057656555,-0.0056249225,-0.0046902834,-0.0039898185,-0.016847653,0.02169529,-0.0020014578,0.0009185757,-0.022557313,-0.018288665,0.00049552106,-0.0014035718,-0.020666396,0.013980815,0.025386691,-0.001909987,0.033161685,-0.004979936,-0.0072612055,-0.0018119242,0.025802866,0.003808736,-0.0021952598,-0.031505592,-0.006967069,0.020126918,0.0014087103,-0.0018458305,-0.0038950664,-0.03921463,0.004326704,-0.0087599745,0.005047693,-0.008249107,0.009162983,-0.01623157,-0.0075530605,0.019013217,0.02436729,-0.037978504,0.0050822413,-0.0073415632,-0.021420466,-0.010475926,-0.0020417871,0.0071881777,-0.011225579,0.005778381,0.001972511,-0.01155542,-0.017224727,0.024894986,0.0081678275,-0.0014806882,-0.010625318,0.021351514,-0.00059511466,-0.028997961,-0.0032269333,0.0057510976,0.011403277,0.014305516,-0.028779957,-0.032852054,0.024620356,0.008317832,0.006173849,0.020068532,-0.0069269584,-0.036766734,0.0065813037,-0.011333428,-0.0066359793,0.009244239,0.013845463,-0.011789307,-0.0006937425,-0.006324314,-0.0089131575,-0.023693003,0.018194817,-0.011208247,0.040949993,-0.0058281263,-0.013468979,0.018629255,0.012392031,0.01711818,0.0022854551,-0.00835897,0.0037363556,-0.02249462,0.0015589265,0.054521542,-0.006764907,-0.008856721,0.015430579,-0.039758287,0.0071168332,-0.014215335,0.006598906,-0.009991821,-0.023784049,0.032155342,0.013915692,0.008150038,-0.0026038035,-0.00070509256,0.021440176,-0.024568213,-0.0054252725,-0.00013697396,-0.0024586671,-0.013018382,0.0061227772,0.022001153,-0.00065771333,0.0033384594,-0.014574827,-0.017395562,0.024430621,0.008513929,-0.003833651,0.0026115295,-0.015454553,0.011438381,0.0043094708,-0.0014433771,0.01663346,-0.0054310355,0.014453889,0.003769288,0.03039916,-0.027955865,-0.038789555,-0.009757078,0.012602619,0.008448714,-0.027006475,0.002330568,0.016564842,0.016872207,-0.003927554,0.0459289,0.019644734,-0.002052145,0.0063553713,-0.020695958,0.025576418,0.015247484,-0.009910069,0.015209418,-0.00685556,-0.009849206,-0.019612554,0.0103601115,0.014439744,0.011768159,-0.014237364,0.006616593,-0.06281302,0.038635235,-0.0022111877,-0.047363643,-0.0010507427,0.0023552256,0.006190229,-9.483152e-05,-0.02210109,0.0068477653,-0.012139219,-0.008383773,-0.005477174,0.00423289,-0.0046553826,-0.012517169,0.009681909,-0.04015562,0.007769833,-0.029823551,-0.008484707,-0.009884863,0.0054566036,-0.0035985336,0.0038186025,-0.045465436,-0.011212932,0.047014453,0.026606958,0.011316292,-0.010787741,0.016938305,-0.021713803,0.020187609,-0.008922721,-0.032456785,-0.010732997,-0.003303615,-0.019421276,-0.021569533,-0.013460126,-0.0004585694,-0.038535256,-0.02313266,-0.008612897,-0.00069756096,-0.012995477,0.042678423,-0.036391016,0.023298461,0.017132033,0.0059573906,0.02864783,-0.0008905991,-0.001524932,0.005378148,-0.002735961,-0.018401334,-0.0047229254,-0.012480711,0.04385519,0.007145887,-0.0014568272,0.006464597,0.0029997015,-0.0024711268,-0.0031872313,-0.006634668,-0.013615839,0.002536937,-0.043610297,-0.0057258797,-0.013825302,-0.046247505,0.010813785,0.004610442,-0.021092046,-0.020529993,-0.007268157,0.013624616,-0.004170932,-0.016626013,0.028268414,0.0071629146,0.0017097429,-0.0031151823,-0.008355918,0.0016149333,0.008453371,-0.013042868,0.002245595,0.016824288,-0.025483318,0.010370132,-0.03308697,-0.011569721,-0.005788331,-0.011479767,0.004539532,-0.019013738,-0.02360373,-0.0033157598,0.0076263365,0.0010150238,-0.025157697,0.013859732,-0.011807231,0.0074750283,0.030858658,-0.028263718,0.013969108,-0.005300295,-0.006857287,0.016312642,-0.0036103434,-0.00088214624,-0.0031239034,0.012123653,-0.0068959203,-0.0031999333,0.0030273208,0.0013990861,0.008452909,-0.030379292,-0.016563294,-0.018594498,0.0009996925,0.0037670387,0.01056826,0.008936869,0.008676377,0.0012478213,-0.02275302,-0.019587152,-0.0027780554,0.010254141,0.0034515443,-0.0070153577,0.0085838325,0.0054792757,-0.011541819,0.0060154204,0.022546865,-0.019272467,-0.04242307,-0.003856821,-0.0073227356,0.0036157053,0.019012114,0.005452896,-0.028383689,0.0055922577,0.0046067326,-0.019283962,0.011754207,0.021906566,-0.012833495,0.023648994,-0.015852861,-0.01685129,-0.013607425,0.010133857,-0.011299595,-0.04603135,-0.01201739,-0.0015522676,-0.0036640603,-0.027560988,0.04237443,0.0042008245,-0.013183673,-0.030571973,0.005779976,0.004047695,0.015431525,0.023194091,0.009221589,0.00923352,0.024509078,-0.011256814,0.013038808,-0.00080886413,0.015735574,-0.024001572,0.015969753,0.0073230043,-0.014217154,-0.012209272,-0.02156633,-0.027943816,-0.01104898,-0.018042292,-0.012499581,-0.001458489,-0.018882256,0.03441939,-0.030901095,-0.011249392,-0.009697294,0.00019722125,0.029276395,-0.027513277,0.016653476,0.0022203296,0.0014772505,-0.013445408,0.015199144,0.004359789,0.008885141,0.019319408,-0.016979698,0.0011749864,0.003646886,-0.010489408,-0.010097716,0.016111515,0.004332337,-0.016329361,0.014784364,0.0021081034,0.0014150067,-0.044849306,0.016475808,-0.0135488715,0.001557071,-0.017593028,0.0153896585,0.018662818,-0.016650956,-0.02243777,-0.023003357,-0.028113466,0.020170014,0.0021177663,0.021150202,0.01269882,0.012899824,0.015607813,-0.0045079933,-0.01528817,0.003493083,0.01584418,0.031958953,-0.01630191,0.0002614876,-0.029617265,0.02292923,0.004027667,-0.0004199043,-0.0014969276,0.01629831,-0.011658539,0.054887738,0.007705576,0.017771874,0.013895473,0.027741035,-0.024447525,7.34035e-05,-0.00014357686,-0.011324393,0.012573571,0.0022538304,0.019731075,-0.0392815,-0.009527171,-0.0031406058,-0.00064799783,0.02747523,-0.06669024,-0.0024334285,-0.011209864,0.012015497,0.000874507,-0.012109008,0.0052088182,0.01597576,0.019321404,0.01017401,0.015763648,0.009179734,0.0008870889,0.016688207,-0.012473872,0.0015201695,0.020054307,0.020111147,-0.03155112,0.0012197394,-0.0037041046,0.006228148,0.0074092406,-0.0008294367,-0.024362693,0.02701768,0.0002901104,0.013633317,0.005254439,-0.038089637,0.002292152,0.009300159,0.0017719979,0.00672682,0.006949379,-0.013869954,-0.031754617,-0.010073464,0.02148152,0.0022240633,0.011057548,-0.0049915756,-0.010895764,-0.006767878,0.022274485,0.014243952,0.009123543,-0.006593245,-0.020380026,0.019042768,-0.024209524,0.005027072,-0.006256176,-0.007674233,0.01517476,-0.010563691,0.0023845185,0.008674233,0.026258642,0.009447858,-0.0109948525,0.013062584,0.016286531,0.033892915,0.0040204762,0.04303359,-0.0050132214,0.016640805,0.014179287,-0.02125105,-0.022697477,-0.0043133087,-0.03875764,0.021164535,-0.00410999,0.019712182,0.032095164,0.010302691,0.01815741,-0.003622919,0.003080661,0.00025879347,-0.08569203,-0.0076171854,0.032368626,-0.008371881,0.025782341,0.024698278,0.03380863,0.004435219,-0.0022412352,0.0028568401,0.022120131,0.02608359,0.001079362,-0.019179668,0.0052925483,-0.008645851,0.00057528086,-0.0047354307,0.0025504476,-0.012949563,-0.007489273,-0.018433485,-0.004158291,0.00021455488,-0.047945987,-0.008524601,0.013254507,0.0095968405,-0.014047092,-0.017417628,0.024016075,-0.14517209,-0.005510819,-0.020188097,0.007480452,0.0017240202,0.0048207417,-0.009380185,-0.022379875,-0.009888353,-0.031183641,-0.003847627,-0.02814501,-0.012672137,-0.0019785007,0.0134347435,0.09891105,-0.011931846,-0.007730615,0.01689825,0.013860371,0.0033115041,0.031169716,0.007640182,0.0008035558,-0.005950341,-0.03270482,0.02256231,-0.003912607,0.024760839,0.005169892,0.002190079,-0.010900358,-0.01877536,-5.60344e-05,-0.012634944,0.014952827,0.034559265,-0.006858555,0.004604755,0.021765994,0.041711167,-0.015723381,-0.012072735,-0.021522578,0.029611528,-0.03214788,0.0058536585,-0.0150060635,0.0015749759,0.004154933,-0.028972141,-0.10357344,-0.0027775876,0.0028285035,0.009111847,0.010652217,-0.00036319043,0.018371763,0.0027838857,-0.009145989,0.0001309341,0.005550316,-0.0057192426,0.0055050543,0.0009934556,-0.032441065,0.023890594,0.020569125,0.015975077,0.014686588,-0.0014611112,-0.009401139,-0.0019158125,0.008200433,-0.019927723,-0.017179202,0.0028337603,0.013344579,-0.011490565,-0.03760663,-0.02283203,-0.01590203,0.011646454,0.003973294,0.011540783,-0.022819612,-0.016326442,-0.0029286535,-0.00019900379,-0.014613818,-0.02120392,-0.010195636,0.0033729072,0.014054246,0.009509924,0.026063683,-0.0016825667,0.020043438,-0.0015845707,-0.00027030922,0.008645289,-0.025040928,-0.009326299,-0.05523785,-0.01569058,0.016467964,0.0052071684,0.0082976995,0.023644654,0.024935046]",gemini-embedding-001,71.0,0.5828078230006213,Successfully generated embedding using model gemini-embedding-001.,72
