job_id,skill_id
1151,2833
1151,2869
1151,2933
1151,162
1152,505
1152,3578
1152,2968
1152,3412
1152,2833
1152,123
1152,3583
1152,2869
1152,3585
1152,3032
1152,3266
1152,3135
1152,3589
1152,3590
1153,87
1153,320
1153,2822
1153,2925
1153,3595
1154,274
1154,54
1154,2196
1154,123
1154,2869
1154,120
1154,11
1154,3603
1154,1142
1154,3217
1154,162
1154,3607
1154,3608
1155,28
1155,177
1155,29
1155,2833
1155,3613
1155,728
1155,3615
1156,3616
1156,3342
1156,2864
1156,3133
1156,3620
1156,3621
1157,23
1157,3623
1157,3624
1157,3625
1157,3626
1157,2841
1157,3217
1158,87
1158,182
1158,2895
1158,2925
1158,292
1158,3369
1159,3635
1159,23
1159,2832
1159,3638
1159,1244
1159,3640
1159,2913
1159,2914
1159,498
1159,560
1159,3645
1159,162
1159,3647
1159,3648
1160,274
1160,112
1160,304
1160,2913
1161,73
1161,17
1161,3655
1161,23
1161,3657
1161,155
1161,203
1161,2869
1161,120
1161,1085
1162,3474
1162,3342
1162,293
1162,230
1163,3236
1163,3668
1163,2971
1164,73
1164,24
1164,2994
1164,29
1164,3571
1164,201
1164,62
1164,1818
1164,2841
1164,2869
1164,3680
1164,163
1164,7
1164,3032
1164,3326
1165,58
1165,22
1167,213
1167,49
1167,2827
1167,2833
1167,69
1167,90
1167,3094
1168,87
1168,112
1168,19
1168,2833
1168,3148
1168,448
1168,2930
1168,101
1169,3710
1169,528
1169,2117
1170,3713
1171,3714
1172,25
1172,177
1172,119
1172,528
1172,54
1172,2841
1172,1118
1172,1085
1172,3723
1172,162
1173,17
1173,1012
1173,3727
1174,120
1174,3729
1174,2880
1174,3731
1174,1163
1174,1244
1174,2914
1174,3326
1175,213
1175,824
1175,54
1175,3739
1175,101
1176,3022
1177,3742
1177,23
1177,3744
1177,1163
1177,2941
1177,2914
1177,3043
1177,3749
1177,3750
1178,12
1178,24
1178,95
1178,119
1178,3334
1178,3336
1178,2925
1178,3758
1178,2824
1178,3260
1179,3236
1179,22
1180,2910
1180,3729
1180,111
1180,2833
1180,1163
1180,292
1180,2157
1180,3770
1180,3266
1181,17
1181,1523
1181,3774
1181,19
1181,3286
1181,3777
1181,2983
1181,2841
1181,3780
1181,2845
1181,3782
1181,3005
1181,3784
1181,3785
1182,112
1182,2839
1182,62
1182,123
1182,2869
1182,3680
1182,2933
1182,7
1182,728
1182,162
1182,2825
1183,120
1183,2833
1183,123
1183,3800
1183,728
1183,162
1184,87
1184,112
1184,320
1184,2699
1184,3548
1184,3808
1185,2833
1185,274
1185,3027
1185,316
1185,62
1185,2983
1185,937
1185,2910
1185,3456
1185,3120
1185,7
1185,3218
1185,2311
1185,3223
1185,3647
1186,12
1186,3825
1186,22
1186,120
1186,2845
1187,19
1187,2841
1187,908
1187,122
1187,688
1187,3437
1188,120
1188,728
1189,274
1189,23
1189,2570
1189,3342
1189,123
1189,22
1189,3843
1189,3422
1189,2914
1189,498
1189,2837
1189,3848
1189,162
1190,318
1190,54
1190,3120
1190,3214
1190,293
1190,3429
1191,276
1191,3857
1191,3858
1191,2708
1192,203
1192,112
1192,3714
1192,3616
1192,120
1192,11
1192,728
1192,837
1192,3868
1192,3848
1192,2918
1192,1069
1192,3784
1192,2920
1193,54
1193,3478
1193,182
1193,3027
1193,2318
1193,2196
1193,2841
1193,3881
1193,3882
1193,1085
1193,3884
1193,498
1193,3886
1193,3887
1193,3888
1193,3889
1193,2920
1193,437
1193,1069
1193,3893
1193,3894
1194,39
1194,274
1194,155
1194,3562
1194,11
1194,7
1194,133
1194,2311
1194,162
1194,3904
1195,3905
1195,3155
1195,531
1195,249
1195,3909
1195,3910
1196,3168
1196,3912
1196,3042
1196,3550
1196,3915
1196,3916
1196,3917
1196,2903
1197,3714
1197,2933
1198,2856
1198,2869
1198,3881
1198,3924
1199,1523
1199,318
1199,119
1199,29
1199,201
1199,3317
1199,3931
1199,75
1199,203
1199,3562
1199,3935
1199,3936
1199,120
1199,3938
1199,2845
1199,3782
1199,3005
1199,1252
1200,24
1200,54
1200,155
1200,3946
1200,2910
1200,3758
1200,7
1200,3950
1200,3328
1200,2988
1201,2869
1201,2827
1201,2833
1201,336
1201,1346
1201,1667
1201,3302
1202,3960
1202,2841
1202,120
1203,155
1203,2996
1203,62
1203,2608
1203,22
1203,120
1203,7
1203,498
1204,213
1204,2910
1204,3456
1204,11
1204,3218
1204,3976
1204,3326
1204,688
1204,3979
1204,3784
1204,3981
1204,3647
1205,398
1205,2875
1205,2880
1205,1056
1205,3159
1205,3988
1205,3989
1205,2841
1205,2884
1205,2885
1205,2869
1205,120
1205,11
1205,728
1206,318
1206,204
1206,652
1206,1488
1206,398
1206,152
1207,398
1207,4004
1207,2875
1207,2876
1207,316
1207,1430
1207,1056
1207,3159
1207,4011
1207,123
1207,2841
1207,4014
1207,2885
1207,3132
1207,2836
1207,3603
1208,24
1208,4020
1209,24
1209,1901
1209,29
1209,2841
1209,3881
1209,120
1209,162
1210,4028
1210,36
1210,58
1210,3710
1211,120
1211,112
1211,23
1211,19
1211,4036
1211,149
1211,203
1211,4011
1211,123
1211,1244
1211,3640
1211,3938
1211,2955
1211,498
1211,4046
1211,2913
1211,162
1212,1012
1212,19
1212,2840
1213,3168
1213,29
1213,391
1213,746
1213,3084
1213,908
1213,3915
1213,3085
1213,3784
1213,2903
1214,318
1214,3492
1214,1474
1214,3286
1214,4066
1214,10
1214,3220
1215,2841
1215,54
1216,58
1217,36
1217,2833
1218,2869
1218,3729
1218,1430
1218,1163
1218,728
1219,652
1219,182
1219,2914
1219,4082
1220,77
1220,4084
1220,4085
1221,120
1221,29
1221,2869
1221,3884
1221,4090
1221,3645
1221,4092
1221,4093
1222,19
1222,3478
1222,4096
1222,18
1222,2832
1222,2880
1222,143
1222,123
1222,3616
1222,3758
1222,908
1222,728
1222,3218
1222,2825
1222,2988
1223,49
1223,112
1223,17
1223,54
1224,2839
1224,227
1224,4115
1224,728
1224,122
1224,4118
1224,2987
1224,4120
1224,2988
1225,2841
1225,54
1225,163
1225,4118
1225,2825
1225,4127
1225,2988
1226,2833
1226,2839
1226,531
1227,133
1227,25
1227,2996
1227,4135
1227,123
1227,163
1227,3217
1228,112
1228,316
1228,62
1228,2862
1228,2863
1228,2864
1229,18
1229,1901
1229,1359
1229,2833
1229,2925
1230,17
1230,112
1230,2691
1230,1522
1231,22
1231,652
1231,4156
1231,2883
1231,4158
1231,4159
1231,428
1232,23
1232,2875
1232,398
1232,1163
1232,2662
1232,4166
1233,4167
1234,4168
1234,2823
1234,3158
1234,3988
1234,4172
1234,11
1235,2894
1235,3075
1236,3042
1236,112
1236,19
1236,163
1236,3331
1236,2978
1236,2903
1237,1142
1238,1901
1238,4066
1238,2699
1238,123
1238,2841
1238,3616
1238,3120
1238,3214
1238,4192
1238,293
1238,4194
1238,3782
1239,1430
1239,4004
1239,3159
1239,4199
1239,4200
1239,1017
1240,162
1240,112
1240,2968
1240,2833
1240,3148
1240,2983
1240,2869
1240,3120
1240,4192
1240,728
1240,3032
1240,4213
1241,54
1241,4215
1241,4216
1242,531
1242,3070
1242,4219
1243,23
1243,3729
1243,4222
1243,2884
1243,22
1243,4225
1243,162
1244,2919
1244,448
1245,2833
1245,4230
1245,4231
1246,728
1246,4233
1246,11
1246,3133
1246,230
1247,2903
1247,652
1247,2935
1247,373
1247,2914
1247,4219
1248,3042
1248,4244
1248,2883
1248,249
1248,3331
1248,2900
1248,3085
1249,87
1249,143
1249,4252
1249,2856
1249,162
1250,111
1250,3155
1250,2875
1250,4258
1250,4259
1250,123
1250,2885
1250,120
1250,11
1250,3848
1251,2147
1251,73
1251,3857
1251,29
1251,939
1251,391
1251,2080
1251,1312
1251,3785
1252,2833
1252,112
1252,316
1252,123
1252,1754
1252,3120
1252,11
1252,3133
1252,498
1252,3462
1252,4284
1252,1069
1253,2869
1253,4020
1253,123
1253,498
1253,4290
1253,3420
1253,162
1254,162
1254,3623
1254,2196
1254,2910
1254,1244
1254,11
1254,728
1254,2845
1254,3218
1254,1017
1254,4303
1254,4093
1255,2163
1255,318
1255,2862
1255,69
1255,3092
1255,3094
1256,19
1256,29
1256,4313
1256,3638
1256,1244
1256,2914
1256,2856
1256,560
1256,162
1257,2822
1257,29
1257,75
1257,2933
1257,566
1257,187
1262,4354
1262,4355
1263,4358
1263,4359
1264,4360
1264,4361
1265,2933
1265,4363
1266,19
1266,318
1266,119
1267,4367
1267,4368
1268,4369
1268,118
1597,58
1597,9
1270,58
1270,4375
1271,4376
1271,4377
1272,4378
1272,1163
1598,4989
1598,4770
1599,5048
1599,5049
1274,4384
1274,4385
1274,4386
1275,4387
1275,4388
1276,4389
1276,4390
1277,4391
1277,4392
1278,4393
1278,4394
1279,4395
1279,4389
1280,4397
1280,4398
1281,4369
1281,4400
1282,4401
1282,4402
1283,4403
1283,4404
1284,101
1284,4406
1286,394
1286,5
1287,4409
1287,4410
1288,3785
1288,18
1289,79
1289,4414
1290,4415
1290,4416
1291,3218
1291,4418
1292,4419
1292,4420
1293,17
1293,204
1294,4369
1294,4424
1295,4425
1295,4426
1296,1008
1296,4428
1296,4429
1297,4430
1297,41
1298,4432
1298,4433
1299,4434
1299,4435
1300,4436
1300,4437
1301,2617
1301,4439
1303,4440
1303,448
1304,4442
1304,4443
1305,398
1305,23
1306,4446
1306,4447
1307,4448
1307,4449
1308,4450
1308,4451
1309,4452
1309,4453
1310,4454
1310,4084
1311,4456
1311,4457
1600,5050
1600,4391
1601,2163
1601,4821
1602,4454
1602,5055
1314,213
1314,4466
1315,4467
1315,4468
1315,4469
1316,17
1316,112
1316,19
1317,4473
1317,4419
1318,4475
1318,4476
1319,4477
1319,4478
1321,101
1321,112
1322,4481
1322,4482
1323,13
1323,41
1325,4485
1326,4486
1326,170
1327,2708
1327,4489
1328,4490
1328,4375
1329,4492
1329,4493
1330,4494
1330,4495
1331,1163
1331,4497
1332,6
1332,4499
1333,44
1333,4501
1334,4502
1334,4503
1335,4504
1335,4505
1336,4506
1336,4507
1336,4508
1337,4392
1603,5056
1603,2968
1604,4540
1339,964
1339,4514
1340,10
1340,7
1341,4517
1341,3302
1342,4519
1342,4520
1343,120
1343,112
1344,22
1344,112
1345,24
1346,4526
1346,4527
1347,4528
1347,4529
1348,2708
1348,4531
1349,4531
1349,4454
1350,4384
1350,4535
1351,4536
1351,4537
1352,4538
1352,4539
1353,4540
1353,4454
1354,4542
1354,111
1355,4544
1355,4545
1356,4546
1356,4547
1357,4506
1357,4549
1357,4550
1358,2708
1358,4414
1359,4553
1359,4554
1360,4375
1360,4495
1361,4397
1361,26
1362,4559
1362,4560
1363,4561
1363,4562
1604,69
1605,982
1605,5061
1606,5062
1606,5063
1607,5064
1607,5000
1367,4573
1368,4440
1368,4575
1370,112
1370,4577
1370,10
1371,841
1371,2743
1371,19
1371,4582
1372,841
1372,2743
1372,19
1372,4582
1373,318
1373,4588
1374,4589
1374,4590
1375,4591
1375,8
1376,4467
1376,4594
1377,4595
1377,4596
1378,4597
1378,4595
1379,4599
1379,4600
1380,182
1380,4602
1381,112
1381,4604
1382,26
1382,4606
1383,4607
1383,4608
1384,4609
1384,4610
1385,4611
1385,430
1386,4613
1387,4614
1387,4615
1388,4616
1388,4617
1389,4375
1389,4389
1390,4620
1390,4621
1391,4538
1391,4623
1391,13
1392,4625
1392,4626
1393,4627
1393,4628
1394,4627
1394,4630
1395,4631
1395,4632
1396,4633
1396,4634
1397,274
1397,4540
1397,2772
1398,4638
1398,4639
1398,430
1399,4638
1399,4639
1399,430
1400,4644
1400,4645
1401,4646
1401,189
1402,4648
1402,2617
1403,4650
1403,1056
1404,40
1404,292
1405,112
1405,4655
1406,4656
1406,4657
1407,2708
1407,4659
1408,2708
1408,4659
1409,4662
1409,4663
1409,4664
1410,4665
1410,4666
1411,4667
1411,90
1412,4669
1412,4670
1413,4671
1414,4672
1415,4673
1415,4674
1416,4675
1416,112
1609,158
1418,4680
1418,4681
1419,4369
1419,3624
1420,4684
1421,4685
1422,123
1422,22
1423,4454
1423,4389
1424,4375
1424,182
1425,4375
1425,5
1609,5071
1610,5072
1610,5073
1427,1163
1427,52
1428,79
1428,4700
1429,4701
1429,2822
1430,4703
1430,4704
1431,4705
1431,4706
1432,4707
1432,4708
1433,448
1433,4710
1434,292
1434,4712
1435,4713
1435,4714
1437,4715
1437,3365
1438,4717
1438,3152
1439,4719
1439,4720
1440,13
1440,2708
1441,4723
1441,4724
1442,4725
1442,4726
1443,4685
1443,4728
1444,4729
1444,4360
1445,58
1445,4732
1446,173
1446,4734
1447,6
1447,4499
1448,4737
1448,4738
1449,73
1449,204
1450,4741
1450,4742
1451,4743
1451,4744
1452,4745
1452,4746
1453,4747
1453,4028
1454,232
1454,4750
1455,189
1455,4752
1456,2845
1456,2772
1457,4755
1457,4084
1458,4757
1458,2673
1459,4759
1459,4760
1460,2903
1461,4762
1461,4672
1462,65
1462,4765
1611,5074
1611,60
1612,5076
1464,4769
1464,4770
1465,13
1465,4772
1612,5077
1613,4395
1613,214
1614,5080
1614,5081
1615,5082
1615,5083
1616,5084
1616,5085
1470,4785
1470,4786
1471,5
1471,4788
1472,4789
1472,746
1473,4791
1473,3492
1474,4793
1474,4794
1475,4395
1475,4375
1476,4797
1476,3988
1479,3378
1479,4800
1480,4389
1480,4802
1481,4803
1481,4804
1482,4805
1482,4806
1483,526
1483,13
1484,4809
1484,4389
1620,5090
1620,58
1621,3443
1486,4816
1486,4817
1487,4818
1487,3236
1488,4820
1489,4821
1490,688
1490,4823
1491,65
1491,351
1492,19
1492,688
1493,4538
1493,3094
1494,905
1494,170
1495,2074
1495,318
1496,4834
1496,24
1497,19
1497,4837
1498,90
1498,210
1499,90
1499,101
1500,2732
1500,2633
1501,274
1501,112
1502,2732
1502,19
1503,2732
1503,19
1504,2732
1504,19
1505,4765
1505,2633
1506,4854
1506,4855
1507,4856
1507,4857
1508,4375
1508,4369
1509,4860
1509,4861
1510,4862
1511,4863
1511,4495
1512,4803
1512,4866
1513,4867
1513,4442
1514,73
1514,29
1515,4871
1515,4872
1516,4873
1516,4874
1517,4875
1517,4876
1518,4877
1518,112
1519,4879
1519,4880
1621,3456
1622,652
1622,2643
1623,23
1623,5097
1624,118
1524,4895
1524,4896
1525,4897
1525,1678
1527,4899
1527,4900
1528,4375
1528,4902
1529,4903
1529,824
1530,4905
1530,4906
1531,274
1531,6
1532,4909
1532,4910
1533,1269
1533,4912
1534,4913
1534,4914
1535,60
1535,120
1535,4917
1536,4918
1536,4394
1537,4920
1537,79
1538,19
1538,13
1539,383
1539,3615
1540,4926
1540,4927
1541,4928
1541,170
1541,4930
1542,4931
1542,4375
1543,4933
1543,4934
1544,4935
1544,4473
1545,24
1545,4930
1546,4939
1546,2609
1547,4941
1547,4714
1548,4375
1549,4473
1549,4803
1550,4946
1550,240
1551,79
1551,4949
1552,3462
1552,4951
1553,312
1553,4953
1554,4954
1554,4955
1555,4956
1555,4375
1556,41
1556,5
1557,4960
1557,4961
1557,119
1558,4963
1558,4964
1559,4965
1559,65
1560,4967
1560,4968
1561,4902
1561,318
1562,4971
1562,4972
1563,4973
1563,4974
1564,4975
1564,4976
1565,158
1565,4978
1566,4659
1566,4980
1567,4981
1567,4982
1568,4983
1568,4984
1569,4746
1570,1359
1570,4987
1571,3270
1571,4989
1572,4990
1572,4991
1573,3281
1573,867
1575,41
1575,5000
1577,4389
1577,4375
1578,5003
1578,5004
1579,3848
1579,5006
1580,112
1580,7
1580,5009
1581,213
1581,5011
1582,5012
1582,4631
1583,10
1583,119
1584,6
1584,2643
1585,5018
1585,13
1588,5020
1588,5021
1589,4454
1589,4540
1589,13
1590,58
1590,5026
1591,4395
1591,4375
1592,5029
1592,5030
1593,5031
1593,5032
1595,5038
1595,5039
1629,4715
1629,5117
1630,5081
1631,5119
1631,5120
1632,5121
1633,24
1633,17
1634,5124
1634,5125
1635,5126
1635,5127
1636,5128
1636,5129
1637,824
1637,13
1639,5136
1639,5137
1641,73
1641,5139
1642,4706
1642,5141
1643,5142
1643,5143
1645,213
1645,210
1645,60
1645,90
1646,158
1647,5154
1647,158
1648,5156
1648,4466
1649,5158
1649,4789
1650,4360
1650,5161
1651,4375
1651,73
1652,4562
1653,5165
1653,5166
1654,5167
1654,5168
1655,5169
1655,5170
1656,5171
1656,5172
1657,5173
1657,5174
1658,5175
1658,5176
1659,5177
1659,5178
1660,13
1660,2518
1661,5181
1661,58
1662,430
1662,5184
1663,5185
1663,5186
1664,58
1665,4360
1665,5189
1665,5190
1666,4714
1666,5192
1668,5193
1668,5194
1670,5195
1670,3571
1671,5197
1671,5198
1672,5199
1673,526
1673,4389
1674,3152
1675,5203
1675,24
1675,5205
1676,4454
1676,5207
1677,5208
1677,5209
1678,213
1678,58
1685,5238
1685,5239
1686,23
1686,5241
1687,11
1687,23
1688,5244
1688,5245
1689,2930
1689,5247
1690,5248
1690,5249
1691,824
1691,13
1692,5252
1692,5253
1693,5254
1693,5167
1694,5256
1694,158
1695,5258
1695,5259
1696,312
1696,4706
1697,5262
1697,5263
1698,69
1698,5265
1699,5266
1699,69
1700,4430
1700,5269
1701,5270
1701,8
1702,5272
1702,5273
1703,2822
1703,5275
1704,5276
1704,5277
1705,5156
1705,19
1706,5280
1706,170
1707,5282
1707,5283
1708,4489
1708,2644
1709,4467
1710,4466
1710,5288
1711,5289
1711,5290
1712,5291
1712,65
1713,4613
1714,5294
1714,5295
1715,2930
1716,2822
1716,4604
1717,4608
1718,3005
1718,5301
1719,5302
1719,5303
1721,5307
1721,5308
1722,5309
1723,5310
1723,5311
1724,450
1724,5313
1725,5314
1725,158
1726,2869
1726,1667
1727,2869
1727,1667
1728,2869
1728,1667
1729,2869
1729,1667
1730,5195
1730,5325
1731,5326
1731,5327
1733,5328
1733,5329
1734,5330
1734,5331
1738,5344
1738,5345
1740,4673
1740,4674
1741,5348
1741,5349
1742,4457
1742,5351
1743,170
1743,8
1744,58
1744,4899
1745,5356
1745,5357
1747,5358
1748,5359
1748,5360
1749,3334
1749,5362
1750,5363
1750,5364
1751,36
1751,316
1752,5367
1753,5368
1753,5369
1754,5370
1754,4514
1755,5372
1755,5373
1756,65
1756,101
1757,278
1757,2117
1758,5378
1758,5011
1759,4514
1759,5381
1760,5382
1760,4375
1766,5405
1766,5406
1766,8
1767,293
1767,2644
1768,5410
1768,65
1769,73
1769,13
1770,5414
1770,5415
1771,5416
1771,5417
1772,13
1772,5419
1773,5420
1773,120
1774,4817
1774,58
1776,5428
1776,5429
1777,4375
1777,5431
1779,5437
1779,5438
1780,4395
1780,4495
1781,5441
1782,5272
1782,5443
1783,984
1783,5445
1784,4360
1784,5447
1785,5448
1786,60
1786,5450
1787,5451
1787,528
1788,5453
1788,5454
1789,4389
1789,5456
1790,5457
1790,5263
1790,5459
1791,5460
1791,4554
1792,5362
1792,5463
1793,65
1793,5465
1794,5466
1794,5467
1796,5410
1797,5471
1797,5472
1799,5473
1799,5474
1800,3302
1801,60
1807,5497
1807,5498
1808,5080
1808,5500
1809,4538
1809,5502
1810,5503
1810,41
1811,5505
1811,4360
1812,4084
1812,5508
1813,4389
1813,4540
1813,2807
1814,5512
1814,4466
1815,5514
1815,5515
1816,26
1816,1696
1817,5184
1817,5519
1818,13
1818,5521
1819,5522
1819,5523
1820,4392
1820,5525
1821,5526
1821,5527
1822,41
1822,207
1823,119
1823,4066
1824,5532
1824,158
1825,5129
1825,4514
1827,5536
1827,5537
1827,230
1828,5143
1828,5540
1829,5541
1829,5542
1830,4785
1830,5544
1831,5545
1831,5546
1832,5547
1832,5548
1833,5549
1833,4375
1834,5551
1834,5552
1835,5553
1835,5554
1836,5555
1836,5545
1837,5557
1837,5558
1838,5559
1838,8
1839,5561
1839,4738
1839,5563
1840,58
1840,4514
1841,5566
1841,5567
1842,5568
1842,5569
1843,4390
1843,5571
1844,4895
1844,2845
1845,4466
1845,2845
1846,5576
1846,5577
1847,4369
1847,5579
1848,982
1848,450
1849,2080
1849,1346
1850,2930
1850,4715
1851,5586
1851,5056
1851,5588
1852,4389
1852,5590
1853,5591
1853,5592
1854,5593
1854,5594
1855,5129
1855,5596
1856,4899
